psl_entry,top_level_domain,dns_status,whois_status,whois_domain_expiry_date,whois_domain_status
now.sh,now.sh,ok,ok,2025-02-24 01:23:54,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
upli.io,upli.io,ok,ok,2025-06-05 13:47:20,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
devcdnaccesso.com,devcdnaccesso.com,ok,ok,2025-05-01 12:34:23,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
dnsdojo.org,dnsdojo.org,ok,ok,2025-07-11 16:54:19,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
lugs.org.uk,lugs.org.uk,ok,ok,2026-09-04 00:00:00,"""Registered until expiry date."""
wjg.jp,wjg.jp,ok,ok,2024-06-30 00:00:00,"""Active"""
lair.io,lair.io,ok,ok,2025-06-19 14:12:55,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientTransferProhibited"", ""clientUpdateProhibited""]"
from-tx.com,from-tx.com,ok,ok,2025-01-03 17:24:08,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
khplay.nl,khplay.nl,ok,ok,,"""active"""
is-a-guru.com,is-a-guru.com,ok,ok,2025-01-03 18:13:47,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
babymilk.jp,babymilk.jp,ok,ok,2025-02-28 00:00:00,"""Active"""
eurodir.ru,eurodir.ru,ok,ERROR,,null
linkyard-cloud.ch,linkyard-cloud.ch,ok,ok,,null
gotdns.ch,gotdns.ch,ok,ok,,null
gsj.bz,gsj.bz,ok,ERROR,,null
metacentrum.cz,metacentrum.cz,ok,ERROR,,null
from-wv.com,from-wv.com,ok,ok,2025-01-03 17:25:22,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
bplaced.com,bplaced.com,ok,ok,2024-09-05 03:53:14,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""error""]"
mircloud.host,mircloud.host,ok,ok,2024-09-18 23:59:59,"[""ok https://icann.org/epp#ok"", ""OK https://icann.org/epp#OK""]"
barsy.gr,barsy.gr,ok,ok,,null
qbuser.com,qbuser.com,ok,ok,2025-01-07 09:13:56,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]"
url.tw,url.tw,ok,ok,2029-10-28 15:55:16,null
platform0.app,platform0.app,ok,ok,2025-07-01 17:46:31,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clienttransferprohibited https://icann.org/epp#clienttransferprohibited""]"
prequalifyme.today,prequalifyme.today,ok,ok,2024-11-07 17:41:39,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
atlassian-dev.net,atlassian-dev.net,ok,ok,2025-03-23 01:50:17,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
dattolocal.net,dattolocal.net,ok,ok,2025-03-09 16:27:12,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
discourse.team,discourse.team,ok,ok,2025-01-30 01:33:41,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
is-into-cars.com,is-into-cars.com,ok,ok,2025-01-04 14:11:21,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
netgamers.jp,netgamers.jp,ok,ok,2024-07-31 00:00:00,"""Active"""
is-a-rockstar.com,is-a-rockstar.com,ok,ok,2025-01-03 18:14:59,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
mediatech.dev,mediatech.dev,ok,ok,2024-09-18 09:17:12,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
camdvr.org,camdvr.org,ok,ok,2026-02-02 20:52:06,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
xn--90amc.xn--p1acf,xn--90amc.xn--p1acf,ok,ok,,null
is-a-student.com,is-a-student.com,ok,ok,2025-01-04 14:09:40,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
pb.leg.br,pb.leg.br,ok,ok,,"[""20240627 DSOK"", ""published""]"
freebox-os.com,freebox-os.com,ok,ok,2025-06-24 13:51:13,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]"
from-or.com,from-or.com,ok,ok,2025-01-03 17:22:42,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
crap.jp,crap.jp,ok,ok,2024-09-30 00:00:00,"""Active"""
tuxfamily.org,tuxfamily.org,ok,ok,2028-09-29 00:26:26,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
myftp.biz,myftp.biz,ok,ok,2026-01-02 23:59:59+00:00,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
poznan.pl,poznan.pl,ok,ok,2025-12-31 13:00:00,null
stackit.zone,stackit.zone,ok,ok,2027-04-26 12:09:03,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited - http://www.icann.org/epp#clientTransferProhibited""]"
lovesick.jp,lovesick.jp,ok,ok,2024-09-30 00:00:00,"""Active"""
mytuleap.com,mytuleap.com,ok,ok,2026-05-08 14:57:11,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]"
familyds.org,familyds.org,ok,ok,2024-11-04 02:08:29,"""ok https://icann.org/epp#ok"""
sch.tf,sch.tf,ok,ok,2024-11-20 22:44:49,"[""ACTIVE"", ""active"", ""associated"", ""not identified""]"
azimuth.network,azimuth.network,ok,ok,2024-11-07 17:11:11,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited - http://www.icann.org/epp#clientTransferProhibited""]"
customer-oci.com,customer-oci.com,ok,ok,2025-06-18 20:35:42,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
conf.se,conf.se,ok,ok,2024-11-25 00:00:00,"""ok"""
townnews-staging.com,townnews-staging.com,ok,ok,2025-02-07 19:50:52,"""ok https://icann.org/epp#ok"""
is-an-entertainer.com,is-an-entertainer.com,ok,ok,2025-01-04 14:10:29,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
localcert.net,localcert.net,ok,ok,2026-12-26 16:57:19,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
is-a-hard-worker.com,is-a-hard-worker.com,ok,ok,2025-01-04 14:08:59,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
filegear-sg.me,filegear-sg.me,ok,ok,2026-03-08 10:14:53,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
sagemaker.com.cn,sagemaker.com.cn,ok,ok,2025-03-02 23:24:51,"""clientTransferProhibited"""
poniatowa.pl,poniatowa.pl,ok,ok,2025-03-12 13:00:00,null
eero-stage.online,eero-stage.online,ok,ok,2033-10-21 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
giize.com,giize.com,ok,ok,2026-01-14 13:02:07,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited https://www.icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://www.icann.org/epp#clientUpdateProhibited""]"
kurgan.su,kurgan.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
scrypted.io,scrypted.io,ok,ok,2028-09-10 00:28:36,"""ok https://icann.org/epp#ok"""
office-on-the.net,office-on-the.net,ok,ok,2025-07-11 15:38:58,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
syncloud.it,syncloud.it,ok,ok,2025-02-14 00:00:00,"""ok"""
myqnapcloud.com,myqnapcloud.com,ok,ok,2027-01-24 08:43:03,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
myspreadshop.com,myspreadshop.com,ok,ok,2027-05-06 12:35:18,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
logoip.com,logoip.com,ok,ok,2025-02-01 16:59:50,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
independent-inquest.uk,independent-inquest.uk,ok,ok,2025-06-23 00:00:00,"""Registered until expiry date."""
dyn-o-saur.com,dyn-o-saur.com,ok,ok,2025-07-11 16:57:10,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
weblike.jp,weblike.jp,ok,ok,,null
gonna.jp,gonna.jp,ok,ok,2024-09-30 00:00:00,"""Active"""
en-root.fr,en-root.fr,ok,ok,2024-10-30 20:19:52,"[""ACTIVE"", ""clientTransferProhibited"", ""associated"", ""active"", ""ok"", ""not identified""]"
barsy.bg,barsy.bg,ok,ok,,"""busy, active"""
toolforge.org,toolforge.org,ok,ok,2025-06-07 22:58:08,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
jambyl.su,jambyl.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
iobb.net,iobb.net,ok,ok,2026-09-03 04:18:04,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
streak-link.com,streak-link.com,ok,ok,2029-01-31 23:02:42,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
tunk.org,tunk.org,ok,ok,2024-08-18 01:26:16,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
panel.dev,panel.dev,ok,ok,2026-03-02 05:10:08,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
diadem.cloud,diadem.cloud,ok,ok,2025-03-07 09:14:00.246000,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
loseyourip.com,loseyourip.com,ok,ok,2028-02-02 20:38:03,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientDeleteProhibited https://www.icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://www.icann.org/epp#clientUpdateProhibited""]"
podzone.net,podzone.net,ok,ok,2025-02-16 19:02:12,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
freeboxos.com,freeboxos.com,ok,ok,2025-06-24 13:51:13,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]"
servername.us,servername.us,ok,ok,2027-10-13 09:17:28,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
virtualserver.io,virtualserver.io,ok,ok,2025-02-06 10:45:16,"""ok https://icann.org/epp#ok"""
sheezy.games,sheezy.games,ok,ok,2026-10-21 23:02:02,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
xn--j1aef.xn--p1acf,xn--j1aef.xn--p1acf,ok,ok,,null
webhop.org,webhop.org,ok,ok,2025-01-04 02:37:24,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
dyndns-mail.com,dyndns-mail.com,ok,ok,2025-05-16 18:40:40,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
