psl_entry,top_level_domain,dns_status,whois_status,whois_domain_expiry_date,whois_domain_status
hu.com,hu.com,ok,ok,2031-06-13 14:24:54,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
encoway.cloud,encoway.cloud,ok,ok,2025-01-19 12:53:59.080000,"""ok https://icann.org/epp#ok"""
azure-mobile.net,azure-mobile.net,ok,ok,2025-04-20 23:05:34,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)"", ""serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)"", ""serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)""]"
is-a-nurse.com,is-a-nurse.com,ok,ok,2025-01-03 18:14:22,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
couchpotatofries.org,couchpotatofries.org,ok,ok,2026-09-10 18:38:56,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
myspreadshop.ch,myspreadshop.ch,ok,ok,,null
platter-app.com,platter-app.com,ok,ok,2025-06-16 18:49:58,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]"
eek.jp,eek.jp,ok,ok,,null
spb.ru,spb.ru,ok,ok,2025-04-01 00:00:00,"""REGISTERED, DELEGATED"""
es.leg.br,es.leg.br,ok,ok,,"[""20240627 DSOK"", ""published""]"
myfast.host,myfast.host,ok,ok,2024-12-18 23:59:59,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
selfip.net,selfip.net,ok,ok,2025-06-17 03:03:27,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
fedorapeople.org,fedorapeople.org,ok,ok,2025-03-01 04:30:09,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
cloudns.nz,cloudns.nz,ok,ok,,"""ok https://icann.org/epp#ok"""
platter-app.dev,platter-app.dev,ok,ok,2024-08-19 16:37:45,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited""]"
bloxcms.com,bloxcms.com,ok,ok,2024-08-01 17:41:37,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
party.eus,party.eus,ok,ok,2025-03-10 19:33:03.572000,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited (http://www.icann.org/epp#clientDeleteProhibited)"", ""clientTransferProhibited (http://www.icann.org/epp#clientTransferProhibited)""]"
beagleboard.io,beagleboard.io,ok,ok,2027-04-25 16:26:22,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
stackhero-network.com,stackhero-network.com,ok,ok,2029-01-23 16:06:40,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
srcf.net,srcf.net,ok,ok,2032-12-17 21:24:56,"""ok https://icann.org/epp#ok"""
mayfirst.info,mayfirst.info,ok,ok,2025-02-17 22:20:37,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]"
static.land,static.land,ok,ok,2025-08-06 18:14:54,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited http://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited http://icann.org/epp#clientTransferProhibited""]"
veterinaire.fr,veterinaire.fr,ok,ok,2024-10-22 09:08:43,"[""ACTIVE"", ""active"", ""associated"", ""ok""]"
in-brb.de,in-brb.de,ok,ok,,null
dyn-vpn.de,dyn-vpn.de,ok,ok,,null
elementor.cool,elementor.cool,ok,ok,2025-09-28 13:03:04,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
s5y.io,s5y.io,ok,ok,2024-10-01 14:06:59,"[""ok https://icann.org/epp#ok"", ""ok http://www.icann.org/epp#ok""]"
isteingeek.de,isteingeek.de,ok,ok,,null
lolipop.io,lolipop.io,ok,ok,2025-05-25 07:42:51,"[""ok https://icann.org/epp#ok"", ""ACTIVE""]"
readmyblog.org,readmyblog.org,ok,ok,2025-01-03 18:16:56,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
gateway.dev,gateway.dev,ok,ok,2025-05-28 14:40:28,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
localhostcert.net,localhostcert.net,ok,ok,2026-12-26 16:57:42,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
barsy.ro,barsy.ro,ok,ok,2026-08-23 00:00:00,"""OK"""
withyoutube.com,withyoutube.com,ok,ok,2024-08-30 20:32:10,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
telebit.io,telebit.io,ok,ok,2024-06-28 20:14:12,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
ybo.review,ybo.review,ok,ok,2026-11-07 23:59:59,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
fem.jp,fem.jp,ok,ok,2024-10-31 00:00:00,"""Active"""
4lima.at,4lima.at,ok,ok,,null
nalchik.ru,nalchik.ru,ok,ok,2024-11-01 00:00:00,"""REGISTERED, DELEGATED"""
barrel-of-knowledge.info,barrel-of-knowledge.info,ok,ok,2025-09-18 23:18:45,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
vologda.su,vologda.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
tb-hosting.com,tb-hosting.com,ok,ok,2025-10-28 08:53:33,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
no-ip.co.uk,no-ip.co.uk,ok,ok,2026-11-10 00:00:00,"""Registered until expiry date."""
ybo.party,ybo.party,ok,ok,2026-11-07 23:59:59,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
is-a-techie.com,is-a-techie.com,ok,ok,2025-01-04 14:09:46,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
is-a-nascarfan.com,is-a-nascarfan.com,ok,ok,2025-01-04 13:43:16,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
blogspot.com.au,blogspot.com.au,ok,ok,,"[""clientDeleteProhibited https://identitydigital.au/get-au/whois-status-codes#clientDeleteProhibited"", ""serverRenewProhibited https://identitydigital.au/get-au/whois-status-codes#serverRenewProhibited"", ""clientUpdateProhibited https://identitydigital.au/get-au/whois-status-codes#clientUpdateProhibited""]"
edu.scot,edu.scot,ok,ok,2033-06-10 08:47:42.854000,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
buyshouses.net,buyshouses.net,ok,ok,2025-01-03 18:11:59,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
greater.jp,greater.jp,ok,ok,2025-03-31 00:00:00,"""Active"""
hs.run,hs.run,ok,ok,2025-03-31 23:35:54,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]"
is-a-caterer.com,is-a-caterer.com,ok,ok,2025-01-03 18:12:43,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
from-fl.com,from-fl.com,ok,ok,2025-01-03 17:16:27,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
amune.org,amune.org,ok,ok,2024-07-11 13:27:14,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
from-ga.com,from-ga.com,ok,ok,2025-01-03 17:16:37,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
sochi.su,sochi.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
from-ne.com,from-ne.com,ok,ok,2025-01-03 17:21:05,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
blogspot.hk,blogspot.hk,ok,ok,,null
stackit.gg,stackit.gg,ok,ok,,null
github.io,github.io,ok,ok,2025-03-08 19:12:48,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
geekgalaxy.com,geekgalaxy.com,ok,ok,2026-09-28 00:56:23,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
minisite.ms,minisite.ms,ok,ok,,null
ciao.jp,ciao.jp,ok,ok,2025-05-31 00:00:00,"""Active"""
us.com,us.com,ok,ok,2031-01-04 05:00:00,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]"
vultrobjects.com,vultrobjects.com,ok,ok,2025-02-15 16:17:41,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
typeform.com,typeform.com,ok,ok,2025-06-20 18:23:52,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
endofinternet.net,endofinternet.net,ok,ok,2025-03-03 01:11:57,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
spb.su,spb.su,ok,ok,2024-10-01 00:00:00,"""REGISTERED, DELEGATED"""
clickrising.net,clickrising.net,ok,ok,2027-01-24 11:43:55,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
co.business,co.business,ok,ok,2025-03-10 18:46:02,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited - http://www.icann.org/epp#clientTransferProhibited""]"
ngrok.dev,ngrok.dev,ok,ok,2026-02-24 19:56:21,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""transferPeriod https://icann.org/epp#transferPeriod""]"
ecommerce-shop.pl,ecommerce-shop.pl,ok,ok,2024-10-04 09:27:02,null
cloudflarecn.net,cloudflarecn.net,ok,ok,2025-02-25 08:28:13,"""ok https://icann.org/epp#ok"""
vpnplus.to,vpnplus.to,ok,ok,,null
edugit.io,edugit.io,ok,ok,2024-11-14 22:52:06,"""ok https://icann.org/epp#ok"""
mo-siemens.io,mo-siemens.io,ok,ok,2025-01-31 11:38:05,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
12chars.pro,12chars.pro,ok,ok,2026-05-21 15:58:02,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
dreamhosters.com,dreamhosters.com,ok,ok,2024-11-03 19:23:26,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]"
nz.basketball,nz.basketball,ok,ok,2028-02-28 23:59:59,"[""serverRenewProhibited https://icann.org/epp#serverRenewProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""inactive https://icann.org/epp#inactive""]"
whitesnow.jp,whitesnow.jp,ok,ok,2025-04-30 00:00:00,"""Active"""
in-vpn.org,in-vpn.org,ok,ok,2025-05-17 18:25:43,"""autoRenewPeriod https://icann.org/epp#autoRenewPeriod"""
canva.site,canva.site,ok,ok,2033-04-03 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
jele.club,jele.club,ok,ok,2024-11-11 20:16:56,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
we.bs,we.bs,ok,ok,,null
hosted.app,hosted.app,ok,ok,2033-09-11 19:02:22,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
awdev.ca,awdev.ca,ok,ok,2024-09-16 22:27:16,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
pages.gay,pages.gay,ok,ok,2028-05-23 04:32:46,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
mydns.vc,mydns.vc,ok,ok,,null
blogspot.com.uy,blogspot.com.uy,ok,ok,,null
barsy.online,barsy.online,ok,ok,2027-02-20 23:59:59,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
myfritz.net,myfritz.net,ok,ok,2024-09-22 10:30:12,"[""ok https://icann.org/epp#ok"", ""ok https://www.icann.org/epp#OK""]"
cloudplatform.fi,cloudplatform.fi,ok,ok,2025-12-28 00:00:00,"""Registered"""
altervista.org,altervista.org,ok,ok,2026-12-22 18:05:39,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
is-into-cartoons.com,is-into-cartoons.com,ok,ok,2025-01-04 14:11:27,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
wpsquared.site,wpsquared.site,ok,ok,2027-06-20 23:59:59,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited""]"
my-vigor.de,my-vigor.de,ok,ok,,"""connect"""
linodeusercontent.com,linodeusercontent.com,ok,ok,2026-12-18 18:38:04,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited"", ""serverTransferProhibited https://icann.org/epp#serverTransferProhibited"", ""serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)"", ""serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)"", ""serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)"", ""serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)""]"
wix.run,wix.run,ok,ok,2028-01-18 10:57:18,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
blogspot.cz,blogspot.cz,ok,ok,2025-02-06 00:00:00,null
dev-myqnapcloud.com,dev-myqnapcloud.com,ok,ok,2026-08-16 05:47:52,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
blogspot.ru,blogspot.ru,ok,ok,2024-08-30 00:00:00,"""REGISTERED, DELEGATED"""
from-nc.com,from-nc.com,ok,ok,2025-01-03 17:20:41,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
blogspot.hu,blogspot.hu,ok,ok,,null
from-mn.com,from-mn.com,ok,ok,2025-01-03 17:19:40,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
blogspot.co.za,blogspot.co.za,ok,ok,2025-02-24 16:26:27,"[""ok https://icann.org/epp#ok"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
webthings.io,webthings.io,ok,ok,2024-08-26 14:31:06,"""ok https://icann.org/epp#ok"""
chambagri.fr,chambagri.fr,ok,ok,2025-06-23 08:22:26,"[""ACTIVE"", ""autoRenewPeriod"", ""active"", ""associated"", ""ok"", ""not identified""]"
64-b.it,64-b.it,ok,ok,2024-09-17 00:00:00,"""ok"""
half.host,half.host,ok,ok,2025-04-13 23:59:59,"""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"""
cprapid.com,cprapid.com,ok,ok,2025-05-16 21:16:20,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
cx.ua,cx.ua,ok,ok,2026-04-28 12:55:42+03,"[""ok"", ""linked""]"
jdevcloud.com,jdevcloud.com,ok,ok,2026-02-16 16:43:09,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited""]"
com.ru,com.ru,ok,ok,2025-02-01 00:00:00,"""REGISTERED, DELEGATED"""
perma.jp,perma.jp,ok,ok,2024-11-30 00:00:00,"""Active"""
orsites.com,orsites.com,ok,ok,2025-03-26 11:05:48,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited - http://www.icann.org/epp#clientTransferProhibited""]"
aem.live,aem.live,ok,ok,2024-07-22 23:20:53,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited""]"
enterprisecloud.nu,enterprisecloud.nu,ok,ok,2025-01-06 00:00:00,"""ok"""
mokuren.ne.jp,mokuren.ne.jp,ok,ok,,"""Connected (2024/07/31)"""
from-ky.com,from-ky.com,ok,ok,2025-01-03 17:18:03,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
dnsalias.com,dnsalias.com,ok,ok,2025-06-22 21:55:55,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
selfip.info,selfip.info,ok,ok,2025-06-17 03:08:22,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
123website.nl,123website.nl,ok,ok,,"""active"""
ravendb.community,ravendb.community,ok,ok,2024-12-27 07:56:21,"[""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""]"
square7.ch,square7.ch,ok,ok,,null
forte.id,forte.id,ok,ok,2025-03-23 23:59:59,"[""clientTransferProhibited"", ""clientDeleteProhibited""]"
serveftp.org,serveftp.org,ok,ok,2024-12-03 16:47:41,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
brave.io,brave.io,ok,ok,2028-01-24 18:35:26,"""ok https://icann.org/epp#ok"""
blogspot.si,blogspot.si,ok,ok,,null
dyndns-at-work.com,dyndns-at-work.com,ok,ok,2025-05-16 18:22:56,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited"", ""clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)"", ""clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)"", ""clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)""]"
nog.community,nog.community,ok,ok,2024-10-11 21:44:22,"[""clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited"", ""clientRenewProhibited https://icann.org/epp#clientRenewProhibited"", ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"", ""clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited""]"
blogspot.se,blogspot.se,ok,ok,2024-08-26 00:00:00,"[""serverUpdateProhibited"", ""serverDeleteProhibited"", ""serverTransferProhibited""]"
fin.ci,fin.ci,ok,ok,2024-11-25 10:44:05.208000,"""ok https://icann.org/epp#ok"""
